ds,yhat,yhat_lower,yhat_upper
2020-05-03,1939.7430896274088,1574.1655269449495,2319.275334705583
2020-05-04,1914.9087253866037,1533.9384563121077,2299.0239640520867
2020-05-05,1885.6228630146916,1521.2477173830657,2271.5129473412803
2020-05-06,1853.8100454507783,1447.631268446719,2224.388342816523
2020-05-07,1778.0948692448492,1370.7056312912464,2137.796710836682
2020-05-08,1758.2594351444764,1375.5631780947022,2101.7603887556998
2020-05-09,1697.4118361511714,1272.6744569070788,2097.0112277980957
2020-05-10,1667.9338469697263,1280.6670753246904,2040.829423232824
2020-05-11,1643.099482752407,1276.2312286631113,1997.6877686329913
2020-05-12,1613.81362040404,1192.2097175240872,1985.837126528835
2020-05-13,1582.0008028635807,1223.4750235327065,1978.224510244093
2020-05-14,1506.2856266810222,1096.9482570435869,1873.5985781876268
2020-05-15,1486.4501926040841,1128.8423814234923,1841.465855632869
2020-05-16,1425.6025936342355,1035.033031921963,1807.7703262476336
2020-05-17,1396.1246044528466,1027.5869090700317,1790.743578985985
2020-05-18,1371.290240235487,979.3467407933884,1751.5190975814326
2020-05-19,1342.0043807529134,934.5353475176645,1706.5114671460578
2020-05-20,1310.1915660781533,922.6672075179852,1680.996693222449
2020-05-21,1234.4763927613408,847.528078527041,1607.6563931877686
2020-05-22,1214.6409615501743,799.0381257605469,1571.6163844660823
2020-05-23,1153.7933654460421,782.9329979949432,1531.190438918062
2020-05-24,1124.315379130426,735.2892032034162,1494.3857181418523
2020-05-25,1099.4810177788172,719.764525092073,1482.1559764196973
2020-05-26,1070.1951582962786,710.0697896577951,1444.0982472137098
2020-05-27,1038.3823436215268,647.9188673014856,1404.7103851412985
2020-05-28,964.1972816484968,584.7473946040277,1347.9895654797176
2020-05-29,945.8919617810458,547.1313218036407,1348.3868014331006
2020-05-30,886.5744770206195,494.1998060784865,1284.8034631176777
2020-05-31,858.6266020487894,490.8834166300278,1245.9828203298785
2020-06-01,835.3223520410622,444.5297284421473,1212.8527014162485
2020-06-02,807.5666039021429,431.2159880726054,1175.0633897929442
2020-06-03,777.2839005711062,398.5431993343238,1164.4014726270232
2020-06-04,703.0988385981148,327.04682362862127,1061.0594686912723
2020-06-05,684.7935187306938,309.5335810472176,1046.6777029668217
2020-06-06,635.3147118765049,292.1093384980462,1037.0957768478108
2020-06-07,617.2055148109029,216.838488676041,991.5395938797692
2020-06-08,603.7399427093927,202.41688704179992,1000.2981322638105
2020-06-09,585.8228724767373,211.054159464337,938.4084059970745
2020-06-10,565.3788470519358,163.71066786869446,945.1764129142178
2020-06-11,501.0324629852417,99.34394249644917,875.250029859445
2020-06-12,492.56582102403644,109.8120836480092,856.8545282865224
2020-06-13,443.0870141698906,87.45879023929476,849.584039216298
2020-06-14,424.9778171042421,24.460319252913106,794.3211275868221
2020-06-15,411.5122450028058,27.938594078695434,775.8692812625012
2020-06-16,405.0914743951721,43.530679897786115,776.5504718333821
2020-06-17,396.1437485953099,6.689536143849684,767.2616252799983
2020-06-18,343.29366415361017,-28.930442199940618,715.7684076790563
2020-06-19,346.323321817435,-29.576743994959774,726.5132899598171
2020-06-20,308.3408145883019,-100.50061830344252,680.769813867914
2020-06-21,301.72791714760604,-90.4173883557338,688.0675157217944
2020-06-22,299.75864467113604,-82.50859040435871,669.1619894407272
2020-06-23,293.33787406346715,-82.72822585712626,661.3820888675056
2020-06-24,284.3901482636835,-98.72805142715507,676.5503276946074
2020-06-25,239.02779879076613,-161.05175366382244,641.2873581944181
2020-06-26,249.54519142330557,-108.44433905914465,627.4648052120313
2020-06-27,219.0504191628792,-159.0868441490813,598.5019624527081
2020-06-28,219.9252566910479,-175.98084749027538,645.8542732531596
2020-06-29,225.44371918329892,-146.75302698300635,602.0715336834207
2020-06-30,226.5106835444018,-178.94346973670437,608.4153008299222
2020-07-01,225.0506927134246,-146.87595299936595,613.056823719618
2020-07-02,179.68834324038414,-186.50471142744595,576.6314498629043
2020-07-03,190.20573587295323,-188.59277862893424,581.1405531108634
2020-07-04,164.1387390188231,-214.82822417311613,519.3220205745008
2020-07-05,169.44135195308277,-212.90401056932592,562.4424096496734
2020-07-06,179.38758985161755,-180.9435344307878,535.6571481180404
2020-07-07,184.88232961901616,-196.76347726881093,549.0916971005594
2020-07-08,187.85011419425382,-212.44727997368716,558.1077367890966
2020-07-09,146.91554012751055,-217.73165243087237,520.4287932595341
2020-07-10,161.86070816632363,-224.6277966187996,513.6449772852179
2020-07-11,135.79371131215004,-223.95621238738474,494.1650989377207
2020-07-12,141.09632424652477,-236.9659330935336,522.9585033067606
2020-07-13,152.3192959544054,-226.4969918589031,530.6096814380087
2020-07-14,159.090769531201,-232.37559338540564,560.4944030325074
2020-07-15,163.33528791575262,-204.88334449151418,522.2009536229008
2020-07-16,123.67744765836987,-246.02152722690985,518.6030884664523
2020-07-17,139.8993495065702,-263.5914247187951,502.9704619002194
2020-07-18,115.10908646187008,-242.81591423180888,495.2107415711057
2020-07-19,121.68843320559137,-281.9359537292696,503.1291119059353
2020-07-20,132.91140491336085,-237.19279140434563,530.2209104142477
2020-07-21,139.6828784901912,-244.19814282273933,491.75357530381865
2020-07-22,144.2395539029067,-216.1296054050195,542.6211263563467
2020-07-23,104.89387067362225,-267.62006805361654,514.3500200748197
2020-07-24,121.4279295499411,-231.98724999711024,476.82856348236714
2020-07-25,96.94982353332252,-275.86473564703726,476.95360826182207
2020-07-26,103.8413273052053,-261.9436260771756,490.2428520032507
2020-07-27,115.37645604123097,-283.9094937172264,475.027296415887
2020-07-28,122.46008664596555,-285.60960358640926,522.0314843714322
2020-07-29,127.01676205882387,-262.1572281818419,497.85296152886957
2020-07-30,87.67107882949917,-273.1352284507681,457.5496586534532
2020-07-31,104.2051377058386,-275.9422357254249,459.17642949043517
2020-08-01,79.81660457014507,-280.9535009211958,478.62502309926265
2020-08-02,86.79768122299721,-277.2266611693219,482.9741738680671
2020-08-03,98.42238283987339,-284.4504009613232,495.2739173925393
2020-08-04,105.59558632557966,-262.8811916648515,475.74202891650003
2020-08-05,110.24183461934044,-270.5373487207286,492.2455718017889
2020-08-06,70.98572427099148,-306.8358054136645,447.2892184160659
2020-08-07,87.60935602824398,-290.214559444564,490.0595211019497
2020-08-08,63.22082289259319,-301.6445088474838,439.87054528707796
2020-08-09,70.20189954534548,-291.40418928709926,440.57166163345914
2020-08-10,83.31173128726675,-328.8247082711832,461.9079080030692
2020-08-11,91.97006489807717,-310.6783283862238,474.47360282514643
2020-08-12,98.10144331677681,-277.72977281244124,491.42634752152856
2020-08-13,60.33046309346937,-308.83802449121515,460.0125412847882
2020-08-14,78.43922497570576,-316.2262249577144,448.0512532425597
2020-08-15,55.53582196504175,-329.15917551358825,451.4883701516727
2020-08-16,64.00202874284962,-319.78539200773065,467.86026017411007
2020-08-17,77.11186048474184,-341.8943157735363,466.40766807388025
2020-08-18,85.77019409548343,-302.5869171152726,465.09269127612976
2020-08-19,92.68184865171224,-270.51023655092933,488.9142791191552
2020-08-20,55.69114456589036,-322.71087520209835,430.95444323715367
2020-08-21,74.58018258561064,-292.8685577471901,469.3684424315255
2020-08-22,52.457055712430716,-317.0789336752069,416.10802091726595
2020-08-23,61.70353862777511,-304.77571433086024,441.4586978990489
2020-08-24,75.5936465070407,-305.04893984556344,460.04723237081413
2020-08-25,85.03225625548049,-287.73046740300146,458.5814911382285
2020-08-26,91.94391081164814,-289.43042797946293,496.71780989531976
2020-08-27,54.95320672582941,-311.21315024305517,418.2667383159087
2020-08-28,76.19164840182083,-275.3071284528414,466.2111160608638
2020-08-29,56.41792518490401,-310.89843062249724,451.7163876084013
2020-08-30,68.01381175645082,-326.8176775802985,446.4274892376621
2020-08-31,84.25332329217973,-299.7203707404911,490.41991490797267
2020-09-01,96.0413366965875,-283.6567242887929,488.4045714595046
2020-09-02,105.30239490903998,-247.93227259055473,501.4089806148085
2020-09-03,70.66109447950984,-298.28057641292855,437.7922252447818
2020-09-04,91.89953615553138,-313.09940122648715,463.8772788778711
2020-09-05,72.12581293854282,-308.1049917928956,447.19038395163324
2020-09-06,87.59193935387621,-265.75826094936076,487.4017549042031
2020-09-07,107.70169073332232,-286.06872281734405,480.262386309636
2020-09-08,123.35994398158424,-271.16010463983207,500.0375342633968
2020-09-09,136.49124203779937,-260.06823523591993,509.85801820511347
2020-09-10,105.72018145197787,-310.91710812676854,484.1212718103997
2020-09-11,130.82886297168633,-257.1158536401349,488.5530573523645
2020-09-12,114.92537959854977,-249.73177115301132,481.5278348593096
2020-09-13,130.39150601388047,-248.92768372817125,513.5844857026409
2020-09-14,150.50125739320353,-242.48442028479982,513.842937584697
2020-09-15,166.15951064158122,-224.14356861691564,530.5905139557145
2020-09-16,183.71576866644196,-190.6167610022513,594.9256982537395
2020-09-17,157.36966804940874,-213.8906402994927,539.3131154632349
2020-09-18,186.90330953789714,-156.67442929545342,585.654048874557
2020-09-19,175.42478613343948,-211.53599895848126,556.6536983949057
2020-09-20,195.3158725175324,-177.6675108084637,597.1382527848205
2020-09-21,219.85058386559683,-179.79551236832876,575.1059636701044
2020-09-22,239.93379708268853,-126.34617828891983,598.7526758997582
2020-09-23,257.4900551076713,-108.66783952478941,632.0114168721021
2020-09-24,231.14395449058827,-120.58257811396612,602.2248930269137
2020-09-25,263.8147958853305,-110.1917479370066,645.584335803534
2020-09-26,255.47347238707852,-121.55859325808349,614.2533884647088
2020-09-27,278.5017586774581,-105.91285633975598,664.050041005058
2020-09-28,306.1736699318216,-71.31025205022134,692.350678642182
2020-09-29,329.39408305518543,-13.704380207983197,733.4671030996893
2020-09-30,350.08754098631323,-17.066128621448208,749.3814540275546
2020-10-01,326.87864027551905,-58.33508502866991,695.7925156405923
2020-10-02,359.549481670291,-21.711333597338946,766.0037074094781
2020-10-03,351.20815817208563,-58.240942521775715,699.0259853132773
2020-10-04,378.4298544310565,7.27018275939341,770.2523868394863
2020-10-05,410.29517565429734,25.679529485581632,791.6113844518524
2020-10-06,437.7089987463426,70.14944675699309,821.8473081128407
2020-10-07,462.5958666462061,82.26016003060684,844.4856493867075
2020-10-08,443.5803759042089,51.56706852952635,798.6892960176397
2020-10-09,480.44462726772423,115.17115791372653,855.2755364869596
2020-10-10,476.29671373822515,73.78971876379245,840.3231393462228
2020-10-11,503.518409997286,127.40678715980025,880.9925780708951
2020-10-12,535.3837312205229,168.5048771955311,920.0303480832044
2020-10-13,563.5041001938408,179.96881149899636,974.8486661463187
2020-10-14,589.0975139750107,189.84576230792322,964.5501336679088
2020-10-15,570.7885691141312,167.79879680753882,962.6172297639312
2020-10-16,608.3593663589082,206.41061393559306,995.8982606734202
2020-10-17,604.9179987106996,224.33658787224743,975.8760737145993
2020-10-18,632.8462408509632,262.2448578618313,997.4061032857011
2020-10-19,665.418107955416,294.50151162043545,1041.9855792653932
2020-10-20,693.5384769287674,320.9954656772383,1084.3217922421431
2020-10-21,719.1318907099014,346.05146461969775,1080.1694253607673
2020-10-22,701.9249712366083,321.5142026303175,1042.1728134656835
2020-10-23,740.5977938688405,356.7397608449638,1131.1886288494682
2020-10-24,738.258451608147,381.81899765088775,1115.917877820329
2020-10-25,767.2887191359663,405.96634433271896,1136.0112057049967
2020-10-26,800.9626116279719,447.5051857380717,1179.3659828438444
2020-10-27,830.1850059886935,449.2079598737994,1205.7394290878865
2020-10-28,856.8804451573807,487.8442951944574,1240.2715593469786
2020-10-29,839.6735256840383,444.82839155723605,1229.1928686893075
2020-10-30,878.3463483163009,521.1114535014193,1258.385634858288
2020-10-31,876.0070060555939,519.8377570731398,1268.971469991291
2020-11-01,905.2063537615945,524.4057850470522,1272.7144422861904
2020-11-02,939.0493264315206,553.124789761969,1320.100622547495
2020-11-03,968.440800970495,627.8257195111736,1370.6972360608447
2020-11-04,995.3053203172724,601.3815851556648,1369.346247947993
2020-11-05,978.2674810221015,577.153114565974,1350.5838905174962
2020-11-06,1017.1093838324551,626.7448495018836,1367.8199072188502
2020-11-07,1014.9391217499425,643.236168096667,1357.1163251632768
2020-11-08,1044.1384694558174,672.0678655881682,1406.6828157493476
2020-11-09,1077.9814421258707,713.5177020280621,1465.8238894308483
2020-11-10,1107.541498221027,721.8048532694115,1491.1602459242251
2020-11-11,1134.5745991240838,740.1434204624301,1515.9963254486843
2020-11-12,1117.7053413851663,764.5849457014804,1509.286735509073
2020-11-13,1156.7158257517913,786.9804043112402,1535.319203069514
2020-11-14,1154.7141452255155,779.2640552821962,1538.1469154773238
2020-11-15,1184.0820744876967,795.3555753435705,1534.8478852330286
2020-11-16,1218.0936287138888,840.1444837557776,1584.4062952554445
2020-11-17,1247.6536848090786,871.0296172399975,1606.6442397199335
2020-11-18,1274.6867857122188,884.8778677216548,1667.4964590918162
2020-11-19,1260.066812566963,882.2910751498154,1638.0018780527876
2020-11-20,1301.3265815273496,932.2598348095319,1686.7694679863557
2020-11-21,1301.5741855947804,935.1020686783236,1649.4596246637711
2020-11-22,1333.191399450748,973.0338643214701,1712.0345096452336
2020-11-23,1369.4522382706564,994.0269792359637,1738.3757734519538
2020-11-24,1401.2615789597012,1032.9127346749879,1794.9326114655762
2020-11-25,1430.5439644565283,1037.6909310937194,1807.7544318783273
2020-11-26,1415.9239913112765,1035.164884415942,1791.4875120683525
2020-11-27,1457.1837602716582,1057.2147194471672,1843.2970224934897
2020-11-28,1457.431364339103,1097.3593506132668,1879.8032039136208
2020-11-29,1489.0485781950244,1109.6130193020995,1845.9519057166524
2020-11-30,1525.3094170150894,1150.1417664853946,1903.1925346305752
2020-12-01,1557.1187577039334,1185.9222406177175,1956.0143973210022
2020-12-02,1586.4011432007962,1191.0186856821656,1989.860951485179
2020-12-03,1571.7811700555824,1160.5238124878294,1957.1754251185623
2020-12-04,1613.0409390159657,1235.4949095571535,1986.7868350943602
2020-12-05,1613.2885430833674,1221.049294938638,1992.5304869270287
2020-12-06,1644.905756939325,1262.8239608035794,2040.8470590821134
2020-12-07,1681.1665957594275,1295.4245742722967,2052.8848681181835
2020-12-08,1712.975936448306,1353.7705947923207,2092.2767723712363
2020-12-09,1742.258321945107,1364.7559918762777,2123.945900516769
2020-12-10,1727.6383487999258,1348.5993909479664,2107.5180579334833
2020-12-11,1768.8981177602743,1390.8347033128507,2138.0451269611217
2020-12-12,1769.145721827749,1378.1281402841935,2144.237069407839
2020-12-13,1800.762935683704,1400.028111301097,2175.781076412593
2020-12-14,1837.0237745036952,1429.770350370477,2190.1065825623677
2020-12-15,1868.8331151925875,1504.3052352753305,2229.1775691001726
2020-12-16,1898.1155006893748,1509.7298999014608,2285.685654035756
2020-12-17,1883.495527544231,1518.098633822156,2260.5629660297895
2020-12-18,1924.755296504582,1557.32073272737,2303.3351984008855
2020-12-19,1925.0029005720141,1547.7458487141205,2312.5213702805386
2020-12-20,1956.6201144280049,1575.797266990155,2349.1305333174623
2020-12-21,1992.880953247963,1617.709384998423,2382.5225655286963
2020-12-22,2024.6902939368892,1625.5858323800476,2371.164093811443
2020-12-23,2053.972679433728,1665.0826187311875,2421.7718906767805
2020-12-24,2039.3527062885366,1670.5406473752607,2398.1829221031785
2020-12-25,2080.612475248918,1693.171168114997,2464.789324607125
2020-12-26,2080.860079316362,1697.939653851023,2462.0923258584785
2020-12-27,2112.4772931723846,1743.2306799978894,2511.076728007518
2020-12-28,2148.7381319923124,1769.916428148731,2500.62665178588
2020-12-29,2180.5474726811913,1821.9869057275998,2585.103487054038
2020-12-30,2209.829858177996,1839.461240303909,2604.5293735207956
2020-12-31,2195.2098850328794,1844.6475520386293,2558.878169216232
2021-01-01,2236.4696539932525,1849.288764767066,2617.918589363658
2021-01-02,2236.717258060686,1853.1402279247848,2606.246282255786
2021-01-03,2268.334471916607,1876.7746680871433,2619.308102210034
2021-01-04,2304.5953107366636,1917.507606904591,2686.9500739806904
2021-01-05,2336.404651425564,1967.7865889911184,2733.0141210570373
2021-01-06,2365.6870369223807,1993.0057777572665,2714.8377560011777
2021-01-07,2351.0670637771946,1973.7929637001494,2759.00689559343
2021-01-08,2392.3268327375613,1995.8517989389989,2765.2632669776203
2021-01-09,2392.574436805008,2030.1383881835409,2786.3347187588806
2021-01-10,2424.191650660884,2060.2044760374943,2833.008686275349
2021-01-11,2460.4524894809197,2077.562778010444,2818.094403391875
2021-01-12,2492.2618301699354,2137.4815458650287,2863.50224707819
2021-01-13,2521.544215666692,2155.59637787886,2898.3227100541853
2021-01-14,2506.92424252149,2085.276456051812,2902.0975242333566
2021-01-15,2548.1840114818688,2149.2943890623105,2924.614018626554
2021-01-16,2548.431615549274,2170.0676752267923,2930.3774028264966
2021-01-17,2580.0488294051843,2213.4140239288836,2960.12435950986
2021-01-18,2616.309668225188,2231.3208188330063,3004.1306022387125
2021-01-19,2648.119008914238,2254.207472218501,3031.6473396092747
2021-01-20,2677.401394411003,2290.548093296094,3068.4375683026587
2021-01-21,2662.7814212658045,2314.387294238906,3014.367670024707
2021-01-22,2704.0411902261776,2362.5642194914562,3081.597995969923
2021-01-23,2704.2887942935363,2339.674465272903,3109.7582291561926
2021-01-24,2735.906008149564,2344.329546058542,3094.77642578491
2021-01-25,2772.16684696962,2388.2819226019,3165.7689965660134
2021-01-26,2803.97618765854,2407.1609567382334,3175.2735459269543
2021-01-27,2833.258573155388,2455.0396550526616,3191.89068235768
2021-01-28,2818.63860001011,2441.474168333855,3218.6668859483493
2021-01-29,2859.8983689705133,2493.9654360479185,3252.709859613004
2021-01-30,2860.14597303786,2463.5118681496638,3233.6610077431624
2021-01-31,2891.7631868938647,2510.8097140219584,3286.014430468837
2021-02-01,2928.0240257138867,2514.80561674021,3319.1686911596016
2021-02-02,2959.833366402822,2557.3099214164,3344.390526578461
2021-02-03,2989.115751899699,2576.05750241014,3389.0361650244877
2021-02-04,2974.495778754425,2600.4214388430596,3361.4627043650917
2021-02-05,3015.7555477147935,2635.9577519314607,3421.6810538532136
2021-02-06,3016.003151782326,2623.9180070666557,3423.2445543861354
2021-02-07,3047.620365638142,2661.9621999655587,3430.0649158449223
2021-02-08,3083.881204458237,2686.892734411047,3480.765947593607
2021-02-09,3115.690545147194,2734.3694304289716,3497.602987629538
2021-02-10,3144.972930643965,2764.10725354303,3509.2755183969884
2021-02-11,3130.35295749873,2721.598108595161,3542.553010234018
2021-02-12,3171.61272645913,2765.545958667128,3556.640573462955
2021-02-13,3171.860330526591,2786.5980173772195,3558.0170097164596
2021-02-14,3203.4775443824433,2813.7420803547693,3628.6194499690905
2021-02-15,3239.7383832025057,2818.6033054735117,3625.972285335832
2021-02-16,3271.547723891426,2856.332235226065,3684.4286242679204
2021-02-17,3300.8301093883197,2895.964772241096,3717.4365935876954
2021-02-18,3286.210136243074,2891.1727363553264,3696.826829528438
2021-02-19,3327.469905203436,2921.135400098846,3728.241615192821
2021-02-20,3327.717509270855,2938.723512516222,3733.7913269344895
2021-02-21,3359.3347231268226,2971.0633812867977,3802.1395473540824
2021-02-22,3395.595561946855,2979.238525641441,3814.6279686010994
2021-02-23,3427.404902635778,2984.5322566332848,3858.2606490157655
2021-02-24,3456.687288132587,3052.850390581266,3873.2876796594996
